true_title,journal_lowercase
Homogenization of CZ Si wafers by Tabula Rasa annealing,physica b: condensed matter
Field-induced structural transition in mesocrystallites,physica b: condensed matter
Preparation and microstructures of FeSiBNbCu thin films,physica b: condensed matter
Biosynthesis of pyrrolylpolyenes in Auxarthron umbrinum,organic & biomolecular chemistry
Stress-induced reorientation of the Pt–H2 complex in Si,physica b: condensed matter
"Effects of Mn clustering on ferromagnetism in (Ga,Mn)As",physica b: condensed matter
"α,γ-Cyclic peptide ensembles with a hydroxylated cavity",organic & biomolecular chemistry
On 2D Green's functions for 1D hexagonal quasi-crystals,physica b: condensed matter
13 C-NMR study of κ-(BEDT-TTF)2 Cu(NCS)2 under pressure,physica b: condensed matter
Dispersive photonic crystals from the plane wave method,physica b: condensed matter
Band gap of two-dimensional fiber-air photonic crystals,physica b: condensed matter
A quinolinium-derived turn-off fluorescent anion sensor,organic & biomolecular chemistry
The effect of CuII ions in l-asparagine single crystals,physica b: condensed matter
Dynamic critical exponent of three-dimensional XY model,physica b: condensed matter
A new catalyst for organic synthesis: mercuric triflate,organic & biomolecular chemistry
Inelastic electron dephasing times in CuxGe100−x alloys,physica b: condensed matter
Electron Raman scattering of a two-electron quantum dot,physica b: condensed matter
Crystal structure of the insect neuropeptide proctolin.,organic & biomolecular chemistry
Mössbauer study of chromium-substituted nickel ferrites,physica b: condensed matter
Magnetic and orbital order in the A-phase of manganites,physica b: condensed matter
Synthesis of the proposed structure of phaeosphaeride A,organic & biomolecular chemistry
The Bose–Fermi Kondo model in an exactly solvable limit,physica b: condensed matter
"Transport anisotropy and Bc2(Θ,T) of UNi2Al3 thin films",physica b: condensed matter
Hot electrons and hot phonons in quantum cascade lasers,physica b: condensed matter
Thermal conductivity of one-dimensional spin-12 systems,physica b: condensed matter
Effects of uniaxial pressure in cuprate ladder compound,physica b: condensed matter
Coherence experiments using white synchrotron radiation,physica b: condensed matter
Fluorescent imprinted polymer sensors for chiral amines,organic & biomolecular chemistry
Hund's rule coupling and orbital dependent Kondo effect,physica b: condensed matter
"Thermoelectric power study of Eu1-xLaxB6(x=0.0,0.1,0.2)",physica b: condensed matter
The photoluminescence investigation of ZnxMn1−xTe films,physica b: condensed matter
The completeness problem in the impurity Anderson model,physica b: condensed matter
Physical properties of NxTiO2 prepared by sol–gel route,physica b: condensed matter
Recent experiments and models on giant magnetoimpedance,physica b: condensed matter
Dzyaloshinski–Moriya interactions in the kagomé lattice,physica b: condensed matter
Neutron polarization analysis of nanostructured ZnFe2O4,physica b: condensed matter
Critical Casimir effect in dilute 3He–4He mixture films,physica b: condensed matter
Electron–phonon scattering in disordered metallic films,physica b: condensed matter
Study of disorder effects on titanium films resistivity,physica b: condensed matter
Electronic and elastic properties of PbS under pressure,physica b: condensed matter
Thermal transport of Cr-doped double-layered LaSr2Mn2O7,physica b: condensed matter
Spin-glass behavior in ternary uranium compound U2AuGa3,physica b: condensed matter
Heterogeneous catalysis with nickel-on-graphite (Ni/Cg),organic & biomolecular chemistry
Oral Presentation Charge ordering and elastic constants,physica b: condensed matter
"Tetra-urea calix[4]arenes 1,3-bridged at the narrow rim",organic & biomolecular chemistry
Novel instrumentation concepts using polarised neutrons,physica b: condensed matter
Suppression of dense Kondo state in CeB6 under pressure,physica b: condensed matter
3D–2D-like vortex transition above Bc2 in niobium films,physica b: condensed matter
Magnetization study on Ce3Rh2Ge2 in low magnetic fields,physica b: condensed matter
Frequency dependence of creep losses in BSCCO cylinders,physica b: condensed matter
Infrared study of the phonon modes in PrMnO3 and CaMnO3,physica b: condensed matter
Nonlinear transport through an ensemble of quantum dots,physica b: condensed matter
Magnetism in strongly correlated and frustrated systems,physica b: condensed matter
Spin dependence of the quasiparticle masses in CeRu2Si2,physica b: condensed matter
Magnetic properties of Ce1-xYxPdAl Kondo-lattice system,physica b: condensed matter
1-Methoxycarbonylpyrrolizin-3-one and related compounds,organic & biomolecular chemistry
Growth and structure of Ce/Cu on STO (100) and Fe (100),physica b: condensed matter
Thermal properties of La2/3Ba1/3(Mn1−xSbx)O3 manganites,physica b: condensed matter
Quantum spin excitations in Yb4As3 under magnetic field,physica b: condensed matter
Simulation of aging effects on dynamics in liquid Al2O3,physica b: condensed matter
Neutron-scattering experiments and quantum entanglement,physica b: condensed matter
Breathers in one-dimensional binary metamaterial models,physica b: condensed matter
Positive muon diffusion and localization sites in GdNi5,physica b: condensed matter
Superconducting parameters of a CDW compound Lu5Ir4Si10,physica b: condensed matter
High-field magnetization of URu2Si2 under high pressure,physica b: condensed matter
Fibonacci–Hubbard chain at zero and finite temperatures,physica b: condensed matter
"High-field magnetisation of DyMnxGexFe6−xAl6−x (x=0, 1)",physica b: condensed matter
Random Blume–Emery–Griffiths model on the Bethe lattice,physica b: condensed matter
Domain wall propagation in Fe-rich amorphous microwires,physica b: condensed matter
Exciton dissociation in solid-state cathodoluminescence,physica b: condensed matter
"Water-soluble, deep-red fluorescent squaraine rotaxanes",organic & biomolecular chemistry
Self-assembly driven by an aromatic primary amide motif,organic & biomolecular chemistry
"Magnetic properties of U(Ga1−xMx)2 with M=Cu, Al and Ge",physica b: condensed matter
Pressure-induced magnetic instability in Cr1-xVx alloys,physica b: condensed matter
Luminescence properties of Er3+-doped phosphate glasses,physica b: condensed matter
Antiferromagnetism in water doped YBa2Cu3O6+x for x∼0.5,physica b: condensed matter
Dielectric spectroscopy of polyaniline–Dy2O3 composites,physica b: condensed matter
Theoretical study of p–d hybridization in Co perovskite,physica b: condensed matter
The neutron reflectivity of different Ni-coated mirrors,physica b: condensed matter
The heat-transfer theory for quasi-n-dimensional system,physica b: condensed matter
Gas sensing with semiconducting perovskite oxide LaFeO3,physica b: condensed matter
Dielectric relaxation study on Ce0.9Gd0.1O1.95 ceramics,physica b: condensed matter
Thermoelectric power of heavy-fermion system YbCu5-xAgx,physica b: condensed matter
Possible cage-like nanostructures formed by amino acids,organic & biomolecular chemistry
Characterization of copper-doped sprayed ZnS thin films,physica b: condensed matter
Mössbauer and magnetic studies in a FeIIIMn6III cluster,physica b: condensed matter
Magnetism of oxygen deficient perovskite La8−xSrxCu8O20,physica b: condensed matter
Electronic structure of bilayer cuprate superconductors,physica b: condensed matter
Electrochemical oxidation of amides of type Ph2CHCONHAr,organic & biomolecular chemistry
Transport properties of In2Bi and InBi single crystals,physica b: condensed matter
Mixing properties in the In–Pb and In–Mg liquid alloys,physica b: condensed matter
CUORE: low-temperature techniques for neutrino physics,physica b: condensed matter
Observation of a second-order distortion in Nd3Co4Sn13,physica b: condensed matter
Ab initio study of small AunPd− (n=1–5) cluster anions,physica b: condensed matter
Anomalously soft dynamics of water in carbon nanotubes,physica b: condensed matter
Heavy ion-induced damage in SiC Schottky barrier diode,physica b: condensed matter
Entanglement in quantum dissipative Ising spin systems,physica b: condensed matter
"Enhanced π⋯π interactions in α,β-unsaturated carbonyls",organic & biomolecular chemistry
"Heavy electrons and non-Fermi liquids, the early times",physica b: condensed matter
Theory of Kondo insulators under strong magnetic field,physica b: condensed matter
Development of a computer-based pulsed NMR thermometer,physica b: condensed matter
Mechanisms of terahertz emission from carbon nanotubes,physica b: condensed matter
Electrical analysis of a ceramic: LiCo3/5Mn1/5Cu1/5VO4,physica b: condensed matter
Anomaly enhancement of the dislocation velocity in SiC,physica b: condensed matter
Deoxyribozymes: DNA catalysts for bioorganic chemistry,organic & biomolecular chemistry
Magnetic fluctuations and superconductivity in YbPd2Sn,physica b: condensed matter
The electron–phonon scattering rate of zinc blende GaN,physica b: condensed matter
Anomalous magnetic properties of heavy fermion CePdGa3,physica b: condensed matter
"Cooling metals to the microkelvin regime, then and now",physica b: condensed matter
Path integral formulation of effective nonlinear media,physica b: condensed matter
Quasiparticle structure of stripes in high Tc cuprates,physica b: condensed matter
Interference of birefractive waves in CdGa2S4 crystals,physica b: condensed matter
The chemical potential of magnons in quasi-equilibrium,physica b: condensed matter
Recent developments for strain measurements at the LLB,physica b: condensed matter
Spintronic transport through an interacting Rashba dot,physica b: condensed matter
Defect states of p-type InMnP:Zn implanted with Mn ion,physica b: condensed matter
Ferromagnetism and ferroelectricity in Fe doped BaTiO3,physica b: condensed matter
Anomalous ac electric field effect in bilayer graphene,physica b: condensed matter
The D4c neutron diffractometer for liquids and glasses,physica b: condensed matter
Anomalous quasiparticle excitations in Y(Ni1−xPtx)2B2C,physica b: condensed matter
Doubly charged state of EL2 defect in MOCVD-grown GaAs,physica b: condensed matter
In situ X-ray studies of vapor phase epitaxy of PbTiO3,physica b: condensed matter
The annealing product of the silicon vacancy in 6H–SiC,physica b: condensed matter
Non-temperature dependent resistor at low temperatures,physica b: condensed matter
Unique behavior of F-centers in high-k Hf-based oxides,physica b: condensed matter
Peculiarities of spin reorientation in a thin YIG film,physica b: condensed matter
Impurity effect in a novel spin-Peierls compound TiOBr,physica b: condensed matter
Quantum critical phenomena of ferromagnetic CePt1-xRhx,physica b: condensed matter
Ultrasonic study of perovskite manganites La1−xSrxMnO3,physica b: condensed matter
Chemistry on the world-wide-web: a ten year experiment,organic & biomolecular chemistry
The electronic and magnetic properties of Mn-doped GaN,physica b: condensed matter
Progress of the 3He neutron spin filter project at HMI,physica b: condensed matter
Resistivity of non-Fermi liquid U2Pt2In under pressure,physica b: condensed matter
Formation and atomic structure of carbon mini-nanotube,physica b: condensed matter
Field induced order in magnetic systems: Marginal case,physica b: condensed matter
Interactions in γ-Fe2O3 and Fe3O4 nanoparticle systems,physica b: condensed matter
"Bias dependence of W, Mo and Ta conductance histograms",physica b: condensed matter
Evidence for spin-triplet superconductivity in Sr2RuO4,physica b: condensed matter
Magnetic excitations and quadrupolar ordering in UNiSn,physica b: condensed matter
Interstitial carbon-related defects in Si1−xGex alloys,physica b: condensed matter
Development of Drabkin energy filters for JSNS project,physica b: condensed matter
The bound polaron in a polar slab of the semiconductor,physica b: condensed matter
Dielectric characteristics of LiCo3/5Cu2/5VO4 ceramics,physica b: condensed matter
Electronic and impurity states in triple quantum wells,physica b: condensed matter
Labeling of organic biomolecules with ethynylferrocene,organic & biomolecular chemistry
Muonium behaviour in Czochralski grown Si1−xGex alloys,physica b: condensed matter
Study on the optical properties of ErBa3B9O18 crystals,physica b: condensed matter
Defects in zinc oxide grown by pulsed laser deposition,physica b: condensed matter
"Phonon dynamics of NaI investigated by G(r,E) analysis",physica b: condensed matter
Magnetic ordering and specific heat analysis of TmPtSn,physica b: condensed matter
Full diagonal disorder in a strongly correlated system,physica b: condensed matter
Non-Fermi liquid behavior for U ions in cubic crystals,physica b: condensed matter
A scanning SQUID microscope in a dilution refrigerator,physica b: condensed matter
Scattering of atoms from liquid helium films and slabs,physica b: condensed matter
High frequency conductivity in the quantum Hall effect,physica b: condensed matter
"Theoretical investigations of LaOFePn(Pn=P, As and Sb)",physica b: condensed matter
Integration of plasmonics into nanoelectronic circuits,physica b: condensed matter
On the random field Ising model in a honeycomb lattice,physica b: condensed matter
Dynamic hysteresis of a superparamagnetic nanoparticle,physica b: condensed matter
Spin dynamics of the ferromagnetic superconductor UGe2,physica b: condensed matter
Investigating the nature of Si doping in Al0.23Ga0.77N,physica b: condensed matter
Micro-probe measurement in pulsed high magnetic fields,physica b: condensed matter
Induced by magnetic field spin reorientation in YMn2O5,physica b: condensed matter
Neutron focusing with permanent magnet hexapole lenses,physica b: condensed matter
Dielectric properties of Ni substituted Li–Zn ferrites,physica b: condensed matter
Study of the specific heat of two-band superconductors,physica b: condensed matter
Fractal patterns of precipitates observed in boar bile,physica b: condensed matter
Carbon-related complexes in neutron-irradiated silicon,physica b: condensed matter
Band structures of acoustic waves in phononic lattices,physica b: condensed matter
Mechanical lamb-shift analogue for the Cooper-pair box,physica b: condensed matter
Negative thermal quenching of photoluminescence in ZnO,physica b: condensed matter
"Mn K-edge XANES of hexagonal manganites RMnO3 (R=Sc,Y)",physica b: condensed matter
Anharmonic correlated Debye model Debye–Waller factors,physica b: condensed matter
Space charge enhanced tunneling currents in manganites,physica b: condensed matter
STM studies of individual Ti impurity atoms in Sr2RuO4,physica b: condensed matter
"Large deviations, stochastic resonance, and hysteresis",physica b: condensed matter
High temperature antistructure disorder in undoped ZnS,physica b: condensed matter
Melting point of high-purity germanium stable isotopes,physica b: condensed matter
"Hydrolytic reactions of diadenosine 5′,5′-triphosphate",organic & biomolecular chemistry
Lattice dynamics of femtosecond laser-excited antimony,physica b: condensed matter
Preisach functions leading to closed form permeability,physica b: condensed matter
Optical absorption of S=12 two-leg spin ladder systems,physica b: condensed matter
The preparation and refractive index of BST thin films,physica b: condensed matter
Shear modulus of solid helium-4 confined in a 10μm gap,physica b: condensed matter
A novel method to evaluate spin diffusion length of Pt,physica b: condensed matter
Temperature-dependent hyperfine interactions in CePdAl,physica b: condensed matter
Anomalous electronic transport in CuIr2S4 and CuIr2Se4,physica b: condensed matter
Structural observation of Li2S–GeS2 superionic glasses,physica b: condensed matter
Electron–hole resonant states in the d=∞ Hubbard model,physica b: condensed matter
The Kondo lattice model from strong-coupling viewpoint,physica b: condensed matter
Temperature dependence of FMR of La–Ba–Mn–O thin films,physica b: condensed matter
Electrical properties of ZnO thin films grown by MOCVD,physica b: condensed matter
Anomalous two-stage spin-flop transition in BaCu2Si2O7,physica b: condensed matter
Magnetism of a relaxed single atom vacancy in graphene,physica b: condensed matter
Does beam divergence matter for neutron reflectometry?,physica b: condensed matter
Modeling of high entropy alloys of refractory elements,physica b: condensed matter
μ+-SR studies of the weak ferromagnets CoCO3 and NiCO3,physica b: condensed matter
Antiferromagnetic resonance in ferroborate NdFe3(BO3)4,physica b: condensed matter
Landau theory of superconducting phases in Th crystals,physica b: condensed matter
Photodetectors and birefringence in ZnP2–С2h5 crystals,physica b: condensed matter
Spin-split fermi surfaces in CexLa1-xB6 and PrxLa1-xB6,physica b: condensed matter
Magnetic phase transitions in Tb0.4Nd0.6NiGe2 compound,physica b: condensed matter
Degradation analysis of thin film photovoltaic modules,physica b: condensed matter
Optically probing the Kondo resonance in YbIn1-xAgxCu4,physica b: condensed matter
Study of magneto-resistivity in La1−xAgxMnO3 compounds,physica b: condensed matter
Heat transfer in different phases of solid cyclohexene,physica b: condensed matter
Magnetic phase diagrams of Dy1-xYxB2C2 (x=0.4 and 0.5),physica b: condensed matter
Mixed density wave state in quasi-2D organic conductor,physica b: condensed matter
Research on 3He spin filter cells made of quartz glass,physica b: condensed matter
Flux lattice melting and the onset of Hc2 fluctuations,physica b: condensed matter
High-field ESR in one-dimensional quantum spin systems,physica b: condensed matter
Direct observation of magnetic patterns in audio tapes,physica b: condensed matter
Hyperfine fields in thin Pd films by beta-detected NMR,physica b: condensed matter
"Regioselective C2-arylation of imidazo[4,5-b]pyridines",organic & biomolecular chemistry
Spin fluctuations in ruthenium oxides probed by Ru-NMR,physica b: condensed matter
Superconducting state of Sr2RuO4 under magnetic fields,physica b: condensed matter
Fast timing detectors for high field μSR spectrometers,physica b: condensed matter
A μSR magnetic study of frustrated FeSc2S4 and MnSc2S4,physica b: condensed matter
Rapid suppression of superconductivity in CeCoIn5-xSnx,physica b: condensed matter
Magnetic doping in Zn7−xMxSb2O12 spinels (M=Ni and Co),physica b: condensed matter
Optical properties of InAs/InP ultrathin quantum wells,physica b: condensed matter
Spin diffusion in anisotropic Heisenberg chains: S≥1/2,physica b: condensed matter
Quality factor of a superfluid 3He weak link resonator,physica b: condensed matter
Magnetic phase diagram of DyAg in high magnetic fields,physica b: condensed matter
Spiroketals via oxidative rearrangement of enol ethers,organic & biomolecular chemistry
Synthesis and crystal structure of [2 + 2] calixsalens,organic & biomolecular chemistry
The expanding utility of continuous flow hydrogenation,organic & biomolecular chemistry
Laser shock wave stimulated defects in p-CdTe crystals,physica b: condensed matter
Optical conductivity and the sum rule in the DDW state,physica b: condensed matter
Studies on optical pumping cells (OPC) to polarize 3He,physica b: condensed matter
Electronic structure and magnetic properties of YbCuAl,physica b: condensed matter
Short and efficient synthesis of fluorinated δ-lactams,organic & biomolecular chemistry
Citrinin revisited: from monomers to dimers and beyond,organic & biomolecular chemistry
Ultrafast acoustic phonon pulse generation in chromium,physica b: condensed matter
"Total synthesis of a furostan saponin, timosaponin BII",organic & biomolecular chemistry
An enzymatic approach to bifunctional chelating agents,organic & biomolecular chemistry
Synthesis and immunological effects of heroin vaccines,organic & biomolecular chemistry
Thermal variation of magnetization in Ni/V multilayers,physica b: condensed matter
"Magnetism of frustrated A-site spinels (Mn,Fe,Co)Al2O4",physica b: condensed matter
Field effect on organic charge-ordered/Mott insulators,physica b: condensed matter
“Click and go”: simple and fast folic acid conjugation,organic & biomolecular chemistry
Photoinduced anisotropy in photobleached Ge–As–S films,physica b: condensed matter
Quantum phase transition in Fe/Cr magnetic multilayers,physica b: condensed matter
Electronic structure calculations for BaSxSe1−x alloys,physica b: condensed matter
A web-based database for EPR centers in semiconductors,physica b: condensed matter
Magnetic and electrical properties of the UCu4Al8−xGax,physica b: condensed matter
Thermal expansion study on high-pressure phases of SmS,physica b: condensed matter
Dispersion free measurements in neutron interferometry,physica b: condensed matter
"Sb NQR in filled skutterudites MFe4Sb12 (M=Na, Ca, La)",physica b: condensed matter
Monte Carlo simulations of a ferromagnetic-FeF2 system,physica b: condensed matter
Do you know what was LENIH and what it has become now?,physica b: condensed matter
Dynamics of T-site muonium states in gallium phosphide,physica b: condensed matter
Manipulation of Dirac points in graphene-like crystals,physica b: condensed matter
Novel magnetic behavior of single-crystalline Er2PdSi3,physica b: condensed matter
Microwave energy: a versatile tool for the biosciences,organic & biomolecular chemistry
Photoluminescence spectral analysis of Eu3+: Phosphors,physica b: condensed matter
Photochemistry of dihydrobiopterin in aqueous solution,organic & biomolecular chemistry
Optical properties of the filled skutterudite LaFe4P12,physica b: condensed matter
Direct synthesis of sulfonated azacalixarenes in water,organic & biomolecular chemistry
High-field flux jumps in BSCCO at very low temperature,physica b: condensed matter
First-principles study of muonium in A- and B-form DNA,physica b: condensed matter
Evolution of optical response in the series YbCu5-xAux,physica b: condensed matter
Chiral phosphine oxides in present-day organocatalysis,organic & biomolecular chemistry
Universal scaling behavior in heavy electron materials,physica b: condensed matter
Claisen rearrangements of equilibrating allylic azides,organic & biomolecular chemistry
"High-resolution photoemission study of CeRhX (XSn, In)",physica b: condensed matter
A novel set-up for fast muon-spin–rotation experiments,physica b: condensed matter
Roughness effects on magnetic properties of thin films,physica b: condensed matter
Model study of physical properties of manganite system,physica b: condensed matter
Diastereoselective synthesis of vicinal amino alcohols,organic & biomolecular chemistry
Synthesis of the trans-hydrindane core of dictyoxetane,organic & biomolecular chemistry
Enthalpy relaxation and structure in vitreous Ge15Te85,physica b: condensed matter
Methylthioxylose – a jewel in the mycobacterial crown?,organic & biomolecular chemistry
CRYOPAD on the triple-axis spectrometer TAS-1 at JAERI,physica b: condensed matter
Advances in spherical neutron polarimetry with Cryopad,physica b: condensed matter
Core-level photoemission revealing the Mott transition,physica b: condensed matter
The origin of a peak in the reststrahlen region of SiC,physica b: condensed matter
Barton radical reactions of 2-C-branched carbohydrates,organic & biomolecular chemistry
Electrorheological fluids using bi-dispersed particles,physica b: condensed matter
A selective fluorescent turn-on NIR probe for cysteine,organic & biomolecular chemistry
The conformers of 3-fluoroalanine. A theoretical study,organic & biomolecular chemistry
Optical properties of As34Te44Ge10Si12 amorphous films,physica b: condensed matter
On the effects of NBTI degradation in p-MOSFET devices,physica b: condensed matter
Altering the landscape of viruses and bionanoparticles,organic & biomolecular chemistry
On the room temperature ferromagnetism of Mn doped ZnO,physica b: condensed matter
Dual nature of the 5f electrons in plutonium materials,physica b: condensed matter
Magnetic transport properties in iron/iron-oxide films,physica b: condensed matter
Polarized neutron reflectivity of FeCoV/Ti multilayers,physica b: condensed matter
Projective dynamics analysis of magnetization reversal,physica b: condensed matter
Residual orientation in injection micro-molded samples,physica b: condensed matter
Magneto-acoustic rotation of transverse waves in 3He–B,physica b: condensed matter
First stereoselective total synthesis of brevipolide M,organic & biomolecular chemistry
Influence of the Se environment on Cu-rich CIS devices,physica b: condensed matter
Microwave surface impedance of high-Tc single crystals,physica b: condensed matter
New mechanistic interpretations for nitrone reactivity,organic & biomolecular chemistry
Magnetic and electrical properties of (PrxLa1−x)Ru4P12,physica b: condensed matter
Local-site cation ordering of Eu3+ ion in doped PbTiO3,physica b: condensed matter
Characterization of deep centers in bulk n-type 4H–SiC,physica b: condensed matter
Quantum expulsion of impurities from a Bose condensate,physica b: condensed matter
Positively charged carbon vacancy in 6H–SiC: EPR study,physica b: condensed matter
Trapping center parameters of TlGaSe2 layered crystals,physica b: condensed matter
Fractal structures precipitated from A gall of patient,physica b: condensed matter
Mott–Hubbard transition in the N-orbital Hubbard model,physica b: condensed matter
Spectroscopic studies of tantalum doped borate glasses,physica b: condensed matter
Local magnetic states in La1−xSrxMnO3 and Nd1−xSrxMnO3,physica b: condensed matter
Raman scattering study of filled skutterudite PrRu4P12,physica b: condensed matter
The effect of Cu/Mn substitution in 2223 Bi-based HTSC,physica b: condensed matter
Critical behaviour and irreversibility in CaxSr1−xRuO3,physica b: condensed matter
Octupolar order in NpO2: A specific heat investigation,physica b: condensed matter
Structure and electronic properties of Hn@C20 molecule,physica b: condensed matter
Ab initio studies on the electronic structure of CeSi5,physica b: condensed matter
The analysis of the specific heat of RFe2Si2 compounds,physica b: condensed matter
WIMDA: a muon data analysis program for the Windows PC,physica b: condensed matter
3He vapour-pressure measurements between 0.65 and 1.2K,physica b: condensed matter
The I–V characteristics of InAs/GaAs quantum dot laser,physica b: condensed matter
Pressure-induced magnetism and hidden order in URu2Si2,physica b: condensed matter
Phase control of strongly correlated organic conductor,physica b: condensed matter
Inelastic transport through double quantum dot systems,physica b: condensed matter
Measurement of small forces in micron-sized resonators,physica b: condensed matter
Magnetoresistance in Fe and Cu co-doped ZnO thin films,physica b: condensed matter
Magnetization plateaus in two-dimensional spin systems,physica b: condensed matter
Spectroscopic study of ZnO doped CeO2–PbO–B2O3 glasses,physica b: condensed matter
A high-resolution thermometer for the range 0.75–1.0 K,physica b: condensed matter
Dynamics of the collapse of a Bose–Einstein condensate,physica b: condensed matter
Fluorous click chemistry as a practical tagging method,organic & biomolecular chemistry
Compression limit for iron based on seismological data,physica b: condensed matter
Nuclear spin relaxation in systems of magnetic spheres,physica b: condensed matter
Magnetotransport in mesoscopic ferromagnetic particles,physica b: condensed matter
Phase diagram of Si-doped spin-Peierls compound CuGeO3,physica b: condensed matter
On the microscopic structure of the EL6 defect in GaAs,physica b: condensed matter
Copper-catalysed cross-coupling: an untapped potential,organic & biomolecular chemistry
"SANS Spectrometer for 1MW NUR reactor at URGN, Algeria",physica b: condensed matter
Synthesis of aminopyrazoles from sydnones and ynamides,organic & biomolecular chemistry
High field magnetization of Pr1–xGdxNi single crystals,physica b: condensed matter
Non-covalent delivery of proteins into mammalian cells,organic & biomolecular chemistry
Highlights from the magnetism reflectometer at the SNS,physica b: condensed matter
Zero bias features in self-assembling tunnel junctions,physica b: condensed matter
Spin-glass-like ordering in the spinel ZnFe2O4 ferrite,physica b: condensed matter
Polaron hopping properties of Eu1-xCaxB6 (0.2⩽x⩽0.995),physica b: condensed matter
Thermal ionisation of bond-centred muonium in diamond?,physica b: condensed matter
The broad Brillouin doublets and central peak of KTaO3,physica b: condensed matter
Functional architectures derived from guanine quartets,organic & biomolecular chemistry
Pressure dependence of magnetic transitions in URu2Si2,physica b: condensed matter
High-field magnetization and thermal expansion of UPd3,physica b: condensed matter
Enantioselective organocatalytic oxidation of ketimine,organic & biomolecular chemistry
Phase coexistence regimes in La0.325Pr0.300Ca0.375MnO3,physica b: condensed matter
"Specific heat study in RTe2 (R: La, Ce, Pr, Sm and Gd)",physica b: condensed matter
A new approach to the 8b-azaacenaphthylene ring system,organic & biomolecular chemistry
Negative-U centers model for high-Tc superconductivity,physica b: condensed matter
Geant4 simulation of low energy μSR experiments at PSI,physica b: condensed matter
Vibrational properties of H-related defects in silicon,physica b: condensed matter
A model of pairing enhanced by stripelike correlations,physica b: condensed matter
Designer amphiphiles based on para-acyl-calix[8]arenes,organic & biomolecular chemistry
Metal-free one-pot α-carboxylation of primary alcohols,organic & biomolecular chemistry
De novo design of a stable N-terminal helical foldamer,organic & biomolecular chemistry
Magnetic properties of field oriented hexagonal TbPdAl,physica b: condensed matter
Efficiency parameters in artificial allosteric systems,organic & biomolecular chemistry
Anisotropic magnetoresistivity effect in a Co nanowire,physica b: condensed matter
Anomalous variation of electric field gradient in α‐Ti,physica b: condensed matter
Thermal properties of (LaMnO3)m/(SrMnO3)n superlattice,physica b: condensed matter
Relaxation of the magnetization from interface defects,physica b: condensed matter
Bose–Fermi–Hubbard model: Pseudospin operator approach,physica b: condensed matter
Neutron and X-ray scattering studies of ionomer blends,physica b: condensed matter
Bose–Einstein condensation in solid 4He with a vacancy,physica b: condensed matter
"Aromatic tripodal receptors for (C60-Ih)[5,6]fullerene",organic & biomolecular chemistry
Line defects in epitaxial silicon films grown at 560∘C,physica b: condensed matter
Electron transport in permalloys with V/Mo/W additions,physica b: condensed matter
The synthesis of substituted amino[2.2]paracyclophanes,organic & biomolecular chemistry
Coherent acoustic phonon-defect scattering in graphite,physica b: condensed matter
Optical observation of 3He crystals at mK-temperatures,physica b: condensed matter
Clamping of RNA with PNA enables targeting of microRNA,organic & biomolecular chemistry
Magnetic properties of Mn-doped cubic silicon carbide,physica b: condensed matter
Spin and mixed spin-and-orbital excitations in LaMnO3,physica b: condensed matter
Transport and thermodynamic properties of Ho5SixGe4-x,physica b: condensed matter
Study of Fe–Ni alloys produced by mechanical alloying,physica b: condensed matter
β-detected NMR of 8Li in the normal state of 2H-NbSe2,physica b: condensed matter
Photoemission spectroscopy of Ce-filled skutterudites,physica b: condensed matter
Studies on codoping behavior of Nd:Mg:LiNbO3 crystals,physica b: condensed matter
Raman spectroscopy of hydrogen molecules in germanium,physica b: condensed matter
Electronic structure and exchange couplings in AlV2O4,physica b: condensed matter
"Magnetic behavior of cerium palladium bronze, CePd3S4",physica b: condensed matter
Hyperfine interactions in muonium-containing radicals,physica b: condensed matter
Magnetoresistance in the filled skutterudite SmFe4P12,physica b: condensed matter
Ion relaxation and hydrogen LVM in H-irradiated GaAsN,physica b: condensed matter
MAEAM simulation of phonons for BCC transition metals,physica b: condensed matter
Anisotropic elasticity in a textured cubic film plane,physica b: condensed matter
Thermal annealing study of as-grown n-type MOCVD GaAs,physica b: condensed matter
"R3Ir4Ge13 (R=Yb, Lu): Thermal and magnetic properties",physica b: condensed matter
Emission analysis of Eu3+:MgLaLiSi2O7 powder phosphor,physica b: condensed matter
A study of fluid alkali metals in the critical region,physica b: condensed matter
Magnetic and structural study of Fe doped tin dioxide,physica b: condensed matter
Thermal property of binary tetrahedral semiconductors,physica b: condensed matter
On the puzzling low-temperature phenomena in SmRu4P12,physica b: condensed matter
Topology of feedback in the theory of molecular field,physica b: condensed matter
Modeling of magnetization reversal in amorphous wires,physica b: condensed matter
Magnetic and transport properties of Pr(Ru1-xRhx)4P12,physica b: condensed matter
Orthofermion approach to the infinite U Hubbard model,physica b: condensed matter
Ambient-pressure specific heat of single-crystal UGe2,physica b: condensed matter
Photodetachment of H- and D- center in a quantum well,physica b: condensed matter
Dielectric relaxation in the glassy a–Se–Te–Ga system,physica b: condensed matter
Pressure-induced metal–insulator transition in MgV2O4,physica b: condensed matter
A neutron diffraction study of ancient Greek ceramics,physica b: condensed matter
Changes of spin dynamics in multiferroic Tb1-xCaxMnO3,physica b: condensed matter
First-principles study of rock-salt AgClxBr1−x alloys,physica b: condensed matter
Hall effect in CeRh2Si2 through its critical pressure,physica b: condensed matter
Crossover from 2d to 3d in anisotropic Kondo lattices,physica b: condensed matter
Electronic structure and crystal-field states in V2O3,physica b: condensed matter
